name,position,actual_eur,predicted_eur,abs_error_eur
Selcuk Inan,Midfield,14000000.0,1.5319508e+07,1319508.0
Fabian Benko,Attack,250000.0,645014.4,395014.375
Gilles Lentz,Goalkeeper,300000.0,116420.14,183579.859375
Vítor Carvalho,Midfield,6000000.0,8.902735e+06,2902735.0
Leandro Sanca,Attack,500000.0,1.3170519e+06,817051.875
Gabriel Mutombo,Defender,600000.0,282357.53,317642.46875
Fotis Georgiou,Attack,600000.0,852343.0,252343.0
Daniel dos Anjos,Attack,600000.0,943088.1,343088.125
Tim Welker,Defender,150000.0,287485.34,137485.34375
Fonsi,Defender,450000.0,1.3774038e+06,927403.75
Kurt Abrahams,Attack,800000.0,343173.25,456826.75
Lapo Nava,Goalkeeper,150000.0,204874.52,54874.515625
Noyan Öz,Attack,450000.0,433219.44,16780.5625
Manuel Osifo,Midfield,350000.0,604305.2,254305.1875
Antonio Rosati,Goalkeeper,2800000.0,2.8386052e+06,38605.25
Andreas Helmersen,Attack,1000000.0,3.5461832e+06,2546183.25
Maximilian Somnitz,Midfield,200000.0,159974.3,40025.703125
Karel Pojezny,Defender,1000000.0,1.3542785e+06,354278.5
Fallou Fall,Defender,3000000.0,959313.7,2040686.3125
Alexander Gerndt,Attack,4000000.0,1.1994054e+06,2800594.625
Karlo Butic,Attack,400000.0,232074.36,167925.640625
Vladislavs Gutkovskis,Attack,1500000.0,750754.5,749245.5
Ousmane Sow,Attack,1500000.0,326361.06,1173638.9375
Kristijan Trapanovski,Attack,600000.0,580596.2,19403.8125
Bogdan Viunnyk,Midfield,1000000.0,1.1413251e+06,141325.125
Chaouki Ben Saada,Attack,2600000.0,2.1346045e+06,465395.5
Sander Kartum,Midfield,600000.0,1.5939508e+06,993950.75
Conor Coventry,Midfield,1800000.0,725324.06,1074675.9375
Lasha Gvalia,Midfield,400000.0,571122.44,171122.4375
Ismael Diomande,Midfield,2500000.0,3.118767e+06,618767.0
Sanjin Prcic,Midfield,4000000.0,4.825358e+06,825358.0
Alphonse Areola,Goalkeeper,17500000.0,1.3761554e+07,3738446.0
José Artiles,Midfield,200000.0,392566.06,192566.0625
Simãozinho,Defender,900000.0,184506.67,715493.328125
Léider Berrío,Midfield,800000.0,655867.06,144132.9375
Oleg Veremiyenko,Defender,300000.0,282150.53,17849.46875
Mikel Oyarzabal,Attack,70000000.0,4.4246868e+07,25753132.0
Borja Fernández,Midfield,3000000.0,2.8987938e+06,101206.25
Ruben Kluivert,Defender,6000000.0,4.664145e+06,1335855.0
Eren Sahin,Attack,75000.0,79754.52,4754.5234375
Tuomas Ollila,Defender,700000.0,1.520068e+06,820068.0
Ümit Türker,Attack,50000.0,140665.34,90665.34375
Marlon Freitas,Midfield,7000000.0,1.890163e+06,5109837.0
Matt Lockwood,Defender,250000.0,938310.94,688310.9375
Amine Benchaib,Midfield,800000.0,968445.2,168445.1875
Michele Emmausso,Attack,175000.0,200329.28,25329.28125
Giorgi Tsitaishvili,Attack,2500000.0,6.922707e+06,4422707.0
Ewerton,Midfield,2500000.0,997218.3,1502781.6875
Maksim Vityugov,Midfield,1000000.0,878245.25,121754.75
Seung-won Yeo,Defender,200000.0,298446.4,98446.40625
Cameron Peupion,Attack,350000.0,2.625451e+06,2275451.0
Idrissa Doumbia,Midfield,4500000.0,6.0148385e+06,1514838.5
Benjamin Bourigeaud,Midfield,18000000.0,1.9242108e+07,1242108.0
Nikodem Niski,Midfield,300000.0,233305.3,66694.703125
Judah García,Attack,300000.0,109453.67,190546.328125
Julian Pollersbeck,Goalkeeper,3000000.0,1.6375322e+06,1362467.75
Can Bozdogan,Midfield,5000000.0,5.2079115e+06,207911.5
Takahiro Sekine,Midfield,1300000.0,1.1389505e+06,161049.5
Mathias Kristensen,Midfield,1000000.0,1.5598299e+06,559829.875
Kembo Diliwidi,Attack,300000.0,510791.0,210791.0
Denis Mahmudov,Attack,400000.0,677838.1,277838.125
Nicolai Larsen,Goalkeeper,1250000.0,1.3725848e+06,122584.75
Michalis Manias,Attack,1000000.0,1.6198981e+06,619898.125
Kerr McInroy,Midfield,300000.0,217229.11,82770.890625
Jesús Jiménez,Attack,3000000.0,483813.8,2516186.1875
Matias Rocchi,Attack,150000.0,189918.03,39918.03125
Daniel Elfadli,Defender,3500000.0,2.5088188e+06,991181.25
Tyrell Malacia,Defender,22000000.0,4.2824804e+07,20824804.0
Tino Livramento,Defender,40000000.0,1.9540542e+07,20459458.0
Denzel Slager,Attack,150000.0,570878.44,420878.4375
Ognjen Ozegovic,Attack,1500000.0,2.0632865e+06,563286.5
Gyeol-hee Jang,Attack,50000.0,139874.48,89874.484375
Franck Tabanou,Defender,7500000.0,4.1928835e+06,3307116.5
Patrik Hrosovsky,Midfield,6500000.0,2.3972874e+07,17472874.0
Jonathan Bumbu,Midfield,150000.0,192972.86,42972.859375
Danylo Tuzenko,Midfield,50000.0,41822.688,8177.3125
Owen Otasowie,Midfield,2000000.0,1.4225496e+06,577450.375
Yoann Andreu,Defender,1750000.0,1.6833082e+06,66691.75
Ricardo Álvarez,Midfield,16500000.0,6.121398e+06,10378602.0
Daniel Obbekjaer,Defender,200000.0,122461.83,77538.171875
Carlos Garcés,Defender,700000.0,775379.06,75379.0625
Djordje Glavinic,Attack,250000.0,269966.47,19966.46875
Mathías Olivera,Defender,20000000.0,3.603975e+07,16039752.0
Mathews Banda,Defender,250000.0,148280.25,101719.75
Martin Selak,Defender,50000.0,124301.63,74301.6328125
Leonardo Maloku,Defender,100000.0,192326.14,92326.140625
Furkan Bekleviç,Goalkeeper,400000.0,68988.484,331011.515625
Aleksandar Prijovic,Attack,6000000.0,6.063546e+06,63546.0
Kelvin Amian,Defender,7000000.0,8.553116e+06,1553116.0
Kagan Özkan,Attack,50000.0,63647.348,13647.34765625
Marcos Peña,Midfield,1500000.0,586664.06,913335.9375
Kevin Mantilla,Defender,2500000.0,671727.3,1828272.6875
Benjamin Dunbar,Midfield,50000.0,198755.7,148755.703125
Mamadou Ba,Goalkeeper,200000.0,573938.2,373938.1875
Vangelis Moras,Defender,3000000.0,1.3085384e+06,1691461.625
Olivier Sorlin,Midfield,4000000.0,3.1612048e+06,838795.25
Rui Mendes,Attack,700000.0,887113.44,187113.4375
Kubilay Aktas,Midfield,250000.0,538708.06,288708.0625
Kevin Tamayo,Defender,400000.0,269923.22,130076.78125
Adriano Manole,Midfield,25000.0,98893.71,73893.7109375
Pavlos Koliakoudakis,Midfield,100000.0,154261.23,54261.234375
Panagiotis Avgerinos,Goalkeeper,75000.0,43641.402,31358.59765625
Andrija Maksimovic,Midfield,15000000.0,7.6760425e+06,7323957.5
Aleksandar Jukic,Midfield,1300000.0,3.0597048e+06,1759704.75
Bogdan Redushko,Attack,1800000.0,595430.6,1204569.375
Samuel Loric,Defender,600000.0,582773.5,17226.5
Imrân Louza,Midfield,12000000.0,4.3838575e+06,7616142.5
Drew Baiera,Defender,75000.0,311232.66,236232.65625
Oumar Diakhité,Defender,700000.0,1.0511962e+06,351196.25
Manuel Duarte,Midfield,1000000.0,1.0884205e+06,88420.5
Timothé Rupil,Midfield,175000.0,176816.83,1816.828125
Darío Ramos,Goalkeeper,200000.0,136509.23,63490.765625
Apostolos Tsiolis,Attack,100000.0,208942.42,108942.421875
Alexandros Tsemperidis,Midfield,300000.0,417676.1,117676.09375
Josimar Quintero,Midfield,300000.0,242668.34,57331.65625
Justin Smith,Midfield,300000.0,1.0846642e+06,784664.25
Augusto Schott,Defender,1000000.0,2.324914e+06,1324914.0
Danny Butterfield,Defender,1200000.0,1.385123e+06,185123.0
Armin Hodzic,Midfield,850000.0,829029.9,20970.125
Jordan Green,Attack,125000.0,367138.28,242138.28125
Rafa Gálvez,Defender,500000.0,585604.8,85604.8125
Koen Muller,Defender,50000.0,121647.6,71647.6015625
Ayila Yussuf,Defender,3500000.0,1.4511812e+06,2048818.75
James Delianov,Goalkeeper,350000.0,376910.8,26910.8125
Burak Agaoglu,Midfield,25000.0,76189.76,51189.7578125
Keisuke Honda,Midfield,20000000.0,4.4364725e+06,15563527.5
Nigel Hasselbaink,Attack,1250000.0,3.1543022e+06,1904302.25
Maximiliano Comba,Attack,475000.0,1.4981394e+06,1023139.375
Benoît Angbwa,Defender,3500000.0,2.2660142e+06,1233985.75
Matthew Whittingham,Midfield,150000.0,228732.75,78732.75
Sam Crowther,Attack,75000.0,165979.36,90979.359375
Gökhan Ünal,Attack,5000000.0,1.623045e+06,3376955.0
Mateo Silvetti,Attack,6000000.0,1.1461146e+06,4853885.375
Chidi,Attack,1100000.0,745016.5,354983.5
Pablo de Lucas,Midfield,1800000.0,974050.9,825949.125
Matteo Biggeri,Goalkeeper,150000.0,186624.27,36624.265625
Paolo Cannavaro,Defender,9000000.0,8.772496e+06,227504.0
Marcus Törnstrand,Defender,250000.0,163289.7,86710.296875
Leonardo Bertone,Midfield,1500000.0,2.3926442e+06,892644.25
Jordan Remacle,Attack,1500000.0,2.3317752e+06,831775.25
Everon Pisas,Attack,250000.0,592818.06,342818.0625
João Figueiredo,Attack,3200000.0,3.3154048e+06,115404.75
Christian Maggio,Defender,12000000.0,7.3441645e+06,4655835.5
Lewis Miley,Midfield,25000000.0,4.217953e+07,17179528.0
Ayub Masika,Attack,1000000.0,2.8718935e+06,1871893.5
Donald Djousse,Attack,525000.0,829657.06,304657.0625
Daniil Semilet,Defender,100000.0,73872.164,26127.8359375
Filip Stanisavljevic,Midfield,450000.0,843077.56,393077.5625
Vladislav Lazarev,Midfield,700000.0,370744.72,329255.28125
Zé Guilherme,Defender,400000.0,1.494941e+06,1094941.0
Chris Rigg,Midfield,25000000.0,6.04462e+06,18955380.0
Ramón Sosa,Attack,13000000.0,7.5321415e+06,5467858.5
Yuriy Batyushyn,Midfield,400000.0,358553.16,41446.84375
Nick Draper,Goalkeeper,150000.0,60784.71,89215.2890625
Bobby Burns,Defender,225000.0,243150.42,18150.421875
Junior Fernandes,Attack,4500000.0,1.0867862e+07,6367862.0
Mathias Macallister,Attack,100000.0,244090.22,144090.21875
Ricardo,Goalkeeper,6000000.0,1.1913331e+06,4808666.875
Brian Vassallo,Goalkeeper,75000.0,140608.47,65608.46875
Simon Ramet,Defender,150000.0,182141.58,32141.578125
Ahmed Sassi,Midfield,800000.0,121977.53,678022.46875
Irakli Yegoian,Midfield,1500000.0,1.2186059e+06,281394.125
Jordon Ibe,Attack,10000000.0,7.2025415e+06,2797458.5
Rigino Cicilia,Attack,350000.0,466299.06,116299.0625
Federico Ravaglia,Goalkeeper,2000000.0,3.0564035e+06,1056403.5
Rinaldo Cruzado,Midfield,1000000.0,1.4322474e+06,432247.375
Michael Törnes,Goalkeeper,800000.0,736133.2,63866.8125
Turpal-Ali Ibishev,Defender,1500000.0,1.4889026e+06,11097.375
Antzelo Sina,Goalkeeper,200000.0,181921.8,18078.203125
Roman Salimov,Attack,200000.0,187866.95,12133.046875
Willy Kambwala,Defender,5000000.0,3.2599538e+06,1740046.25
Grzegorz Krychowiak,Midfield,30000000.0,1.3928286e+07,16071714.0
Dimitrios Giannoulis,Defender,7000000.0,7.079275e+06,79275.0
Yusuke Chajima,Midfield,450000.0,371618.38,78381.625
Tim Receveur,Midfield,325000.0,265179.47,59820.53125
Luca Antei,Defender,2000000.0,1.7694332e+06,230566.75
Leonardo Dreyer,Midfield,25000.0,151468.23,126468.234375
Emmanuel Gyasi,Midfield,2500000.0,2.8526548e+06,352654.75
Rodolfo Cardoso,Goalkeeper,100000.0,168668.11,68668.109375
Brandon Baiye,Midfield,800000.0,1.03013706e+06,230137.0625
Nicolas Cozza,Defender,5000000.0,8.2276085e+06,3227608.5
Steve Mounié,Attack,10000000.0,7.0544735e+06,2945526.5
Adilson Goiano,Midfield,1000000.0,1.5746776e+06,574677.625
Vladan Novevski,Attack,400000.0,443747.25,43747.25
Yaroslav Yampol,Midfield,250000.0,140211.84,109788.15625
Oscar Arzamendia,Midfield,100000.0,170751.56,70751.5625
Murad Qurbanov,Defender,100000.0,100624.81,624.8125
Barry Douglas,Defender,3500000.0,1.2870602e+06,2212939.75
Danielzinho,Midfield,1000000.0,2.561025e+06,1561025.0
Giuseppe Zampano,Midfield,600000.0,240523.52,359476.484375
Philippe Keny,Attack,2500000.0,2.4511625e+06,48837.5
Miłosz Kałahur,Defender,350000.0,320146.3,29853.6875
David Soria,Goalkeeper,18000000.0,5.462312e+06,12537688.0
Nathan Cooney,Defender,25000.0,51704.535,26704.53515625
André Sousa,Defender,600000.0,719003.1,119003.125
Mateusz Klich,Midfield,4000000.0,3.699074e+06,300926.0
Igor Dvoryashin,Defender,150000.0,124853.016,25146.984375
Saveliy Kozlov,Defender,800000.0,465371.47,334628.53125
Samet Karakoç,Defender,500000.0,541330.44,41330.4375
James Olayinka,Midfield,300000.0,650846.8,350846.8125
Kelvin Yeboah,Attack,6000000.0,6.7026185e+06,702618.5
Peter Leeuwenburgh,Goalkeeper,600000.0,619695.8,19695.8125
Josh Sims,Attack,2000000.0,783850.44,1216149.5625
Alessandro Confente,Goalkeeper,250000.0,125896.96,124103.0390625
Emil Scheel,Midfield,500000.0,639877.6,139877.625
Nicolas Vouilloz,Defender,2500000.0,2.271744e+06,228256.0
Marko Gobeljic,Defender,2000000.0,871929.4,1128070.625
Mehmet Albayrak,Defender,75000.0,131666.92,56666.921875
Lucas Cepeda,Attack,3500000.0,1.4701872e+06,2029812.75
Simone Iacoponi,Defender,1600000.0,2.1702078e+06,570207.75
Miguel Palha,Goalkeeper,150000.0,147695.11,2304.890625
Marcel,Midfield,300000.0,551028.44,251028.4375
Ante Majstorovic,Defender,2500000.0,1.5567996e+06,943200.375
Victor Halvorsen,Midfield,1000000.0,452710.47,547289.53125
Yevgen Selin,Defender,2500000.0,1.1074632e+06,1392536.75
Ivan Runje,Defender,1250000.0,1.4842766e+06,234276.625
Adam Cummins,Defender,150000.0,455482.47,305482.46875
Lukas Gugganig,Defender,800000.0,1.9285998e+06,1128599.75
Aaron Lennon,Attack,21000000.0,1.7993044e+07,3006956.0
Portu,Attack,20000000.0,1.2092867e+07,7907133.0
Luis Quiñónes,Attack,4500000.0,2.4242742e+06,2075725.75
Pedro Teixeira,Goalkeeper,100000.0,147487.5,47487.5
Anton Kovalev,Midfield,350000.0,618775.7,268775.6875
Marcelo Torres,Attack,1800000.0,2.2400052e+06,440005.25
Joao Grimaldo,Attack,1500000.0,1.2847609e+06,215239.125
Kalvin Ketu,Attack,400000.0,910591.2,510591.1875
Nicolás Tagliafico,Defender,35000000.0,2.8274332e+07,6725668.0
Mohammed Harbush,Defender,250000.0,137452.42,112547.578125
Giannis Fakkis,Attack,100000.0,158121.1,58121.09375
Yevgeniy Tkachuk,Defender,900000.0,807726.6,92273.375
Mexx Meerdink,Attack,10000000.0,3.1016405e+06,6898359.5
Stephen Duke-McKenna,Midfield,175000.0,357044.94,182044.9375
Bruno Wilson,Defender,1500000.0,3.1601435e+06,1660143.5
Gavin Gunning,Defender,500000.0,594295.5,94295.5
Baboucarr Faal,Attack,700000.0,1.2487101e+06,548710.125
Aleksandr Vasyutin,Goalkeeper,900000.0,1.473573e+06,573573.0
Ömer Faruk Canbirdi,Attack,25000.0,106406.9,81406.8984375
Juan Calatayud,Goalkeeper,3000000.0,1.8963452e+06,1103654.75
Domen Crnigoj,Midfield,2000000.0,3.0272292e+06,1027229.25
Jenson Metcalfe,Midfield,200000.0,331565.0,131565.0
Andrija Vukovic,Goalkeeper,1000000.0,1.5053561e+06,505356.125
Aykhan Guseynov,Midfield,300000.0,250795.92,49204.078125
Bogdan Petrovic,Attack,500000.0,349386.2,150613.8125
Abdulaziz Al-Harbi,Defender,175000.0,139728.1,35271.90625
Mikael Uhre,Attack,4000000.0,2.727042e+06,1272958.0
Ruben Geeraerts,Attack,100000.0,188745.66,88745.65625
Gary McDonald,Midfield,750000.0,1.0092437e+06,259243.6875
Santino Barbi,Goalkeeper,200000.0,384613.12,184613.125
Jonathan Silva,Defender,4000000.0,6.1926575e+06,2192657.5
Soma Kanda,Attack,125000.0,405417.4,280417.40625
Apostolos Vellios,Attack,2500000.0,2.676978e+06,176978.0
Luiz Araújo,Attack,10000000.0,1.0861769e+07,861769.0
Manuel De Luca,Attack,3000000.0,647947.2,2352052.8125
Matus Rusnak,Midfield,550000.0,621338.56,71338.5625
Costin Lazar,Midfield,2750000.0,3.2131582e+06,463158.25
Sandro,Midfield,17000000.0,4.370833e+06,12629167.0
Aleksandr Novikov,Defender,600000.0,1.1536186e+06,553618.625
Mateus,Goalkeeper,100000.0,166239.95,66239.953125
Vyacheslav Velev,Defender,400000.0,134877.42,265122.578125
Wesley Saïd,Attack,8000000.0,8.687004e+06,687004.0
Sergi Canós,Attack,14000000.0,4.1053832e+06,9894616.75
Mirko Boland,Midfield,1500000.0,1.9515921e+06,451592.125
Nikola Vasiljevic,Goalkeeper,800000.0,212348.81,587651.1875
Jin-seong Park,Defender,275000.0,348818.56,73818.5625
Murat Akin,Midfield,750000.0,1.0332994e+06,283299.375
Adrian Semper,Goalkeeper,3500000.0,2.0910709e+06,1408929.125
Anastasios Tselios,Attack,100000.0,220923.92,120923.921875
Samuel Scheimann,Defender,600000.0,503597.1,96402.90625
Andrea Favilli,Attack,6500000.0,2.0908336e+06,4409166.375
Marwin Schmitz,Midfield,200000.0,367126.03,167126.03125
Koki Morita,Midfield,1000000.0,400922.34,599077.65625
Nazariy Fedorivskyi,Goalkeeper,350000.0,351913.62,1913.625
Cevat Kuy,Defender,50000.0,112621.83,62621.828125
Danny van den Meiracker,Attack,125000.0,320751.44,195751.4375
Eneko Eizmendi,Attack,300000.0,404172.4,104172.40625
Gonzalo Castillejos,Attack,1500000.0,908563.94,591436.0625
Tomás Reymão,Midfield,300000.0,433462.44,133462.4375
Ignat Terekhovskiy,Goalkeeper,300000.0,309914.94,9914.9375
Manuel Iturra,Midfield,4000000.0,6.1353605e+06,2135360.5
Vitaliy Goshkoderya,Defender,600000.0,675551.06,75551.0625
Marcus Pedersen,Defender,7000000.0,1.4165175e+07,7165175.0
Aurélien Tchouaméni,Midfield,100000000.0,6.6979136e+07,33020864.0
Charlie McNeill,Attack,200000.0,324463.97,124463.96875
Yan Valery,Defender,7000000.0,6.273194e+06,726806.0
Andriy Buleza,Defender,400000.0,398080.5,1919.5
Dayne St. Clair,Goalkeeper,3500000.0,1.3299919e+06,2170008.125
Santiago Villarreal,Midfield,50000.0,112813.06,62813.0625
Rory McKenzie,Attack,500000.0,919294.9,419294.875
Mayer Gil,Attack,550000.0,687721.8,137721.8125
Zsolt Korcsmár,Defender,1000000.0,2.1542352e+06,1154235.25
Cristian Battocchio,Midfield,2200000.0,796498.06,1403501.9375
Casper Terho,Attack,2500000.0,5.2179635e+06,2717963.5
Alfonso Artabe,Defender,400000.0,786925.06,386925.0625
Adalberto Peñaranda,Attack,4000000.0,3.0437358e+06,956264.25
Craig Cathcart,Defender,5000000.0,4.5175975e+06,482402.5
Jordan Botaka,Attack,2400000.0,2.5471362e+06,147136.25
Marcelo Marques,Attack,175000.0,167152.14,7847.859375
Jeronimo Russo,Attack,50000.0,273638.94,223638.9375
Alix,Defender,2000000.0,1.4980551e+06,501944.875
Jafar Arias,Attack,500000.0,888121.6,388121.625
Denys Kostyshyn,Midfield,500000.0,634490.7,134490.6875
Pedro Mendes,Attack,900000.0,922476.7,22476.6875
Alexandre Guedes,Attack,2500000.0,1.4411711e+06,1058828.875
Kevin Jappert,Defender,2500000.0,380594.38,2119405.625
Josef Cinar,Defender,250000.0,942246.6,692246.625
Tomás Romero,Goalkeeper,150000.0,1.2296766e+06,1079676.625
Mamadou Sangaré,Midfield,30000000.0,8.1811165e+06,21818883.5
Felipe Jonatan,Defender,4000000.0,2.4284972e+06,1571502.75
William,Defender,350000.0,1.7743251e+06,1424325.125
Ricardo Bagadur,Defender,350000.0,529769.75,179769.75
Dion Sanderson,Defender,4000000.0,203139.08,3796860.921875
Aboubacar Bah,Midfield,300000.0,224614.1,75385.90625
Yuriy Zhirkov,Defender,20000000.0,6.528479e+06,13471521.0
Herron Berrian,Attack,200000.0,303684.2,103684.1875
Aleksandr Shestyuk,Attack,600000.0,307472.94,292527.0625
Zé Rafael,Midfield,5000000.0,2.2884742e+06,2711525.75
Manolis Bolakis,Defender,250000.0,324767.97,74767.96875
Mustafa Malayekah,Goalkeeper,575000.0,670682.0,95682.0
Luismi Cruz,Attack,600000.0,277424.06,322575.9375
Viktor Elm,Defender,3500000.0,3.0458118e+06,454188.25
Cemali Sertel,Defender,1300000.0,1.4196129e+06,119612.875
Cenk Şen,Defender,750000.0,514945.5,235054.5
Ovie Ejaria,Attack,4000000.0,4.8519235e+06,851923.5
Christian Träsch,Midfield,12000000.0,8.487526e+06,3512474.0
Arnaut Danjuma,Attack,50000000.0,1.0197443e+07,39802557.0
Santiago Beltrán,Goalkeeper,1500000.0,413452.2,1086547.8125
Daniil Chevardin,Midfield,100000.0,303791.66,203791.65625
Vangelis Patsarouchas,Attack,75000.0,125111.43,50111.4296875
Pedro Moreira,Defender,1000000.0,981013.8,18986.1875
Pablo Gozálbez,Midfield,800000.0,1.0763649e+06,276364.875
Jack O'Connell,Defender,12000000.0,1.85766e+06,10142340.0
Niklas Dorsch,Midfield,10000000.0,5.485506e+06,4514494.0
Dimitrios Anakoglou,Midfield,800000.0,441751.3,358248.6875
Jonas Elkjaer,Goalkeeper,50000.0,45915.38,4084.62109375
Nayel Mehssatou,Midfield,2200000.0,3.2731902e+06,1073190.25
Bryan Urueña,Attack,350000.0,522785.9,172785.90625
Jethro Mashart,Defender,275000.0,254347.77,20652.234375
Ricky van Wolfswinkel,Attack,10500000.0,1.1232774e+07,732774.0
Lars Coveliers,Midfield,50000.0,221050.38,171050.375
Mladjan Stevanovic,Midfield,300000.0,258998.03,41001.96875
Tiago Gonçalves,Goalkeeper,50000.0,161437.95,111437.953125
Kohei Okuno,Midfield,500000.0,866818.8,366818.8125
Elijah Adebayo,Attack,12000000.0,3.0319185e+06,8968081.5
Miguel de la Fuente,Attack,2500000.0,2.8724412e+06,372441.25
Dave Bulthuis,Defender,1250000.0,1.3128358e+06,62835.75
Arthur Theate,Defender,24000000.0,2.8489134e+07,4489134.0
Yeiner Londoño,Attack,250000.0,454699.1,204699.09375
Baldur Sigurdsson,Midfield,300000.0,891325.56,591325.5625
Tyler Dibling,Attack,35000000.0,1.4771513e+07,20228487.0
Omar Popov,Attack,150000.0,105207.64,44792.359375
Luigi Vaccaro,Midfield,300000.0,434557.22,134557.21875
Juan Sánchez Sotelo,Attack,750000.0,1.0535016e+06,303501.625
Vítor Silva,Midfield,3500000.0,1.6101886e+06,1889811.375
Berk Can Yıldızlı,Attack,50000.0,81555.75,31555.75
Randall Leal,Attack,4000000.0,3.2588532e+06,741146.75
Bruce Kamau,Attack,600000.0,569570.6,30429.375
Abdoul Rahim Sawadogo,Defender,75000.0,114533.91,39533.90625
Israel Alba,Defender,500000.0,612872.8,112872.8125
Diego Acosta,Attack,50000.0,304168.22,254168.21875
Alberto Paloschi,Attack,6000000.0,5.510296e+06,489704.0
Joackim Fagerjord,Midfield,400000.0,310828.38,89171.625
Sonhy Sefil,Defender,500000.0,429691.12,70308.875
Jehad Thakri,Defender,1000000.0,503042.2,496957.8125
Fahad Al-Rashidi,Attack,400000.0,680438.56,280438.5625
Artem Chelyadin,Midfield,800000.0,933618.5,133618.5
Admir Mehmedi,Attack,10000000.0,1.1025917e+07,1025917.0
Grant Adam,Goalkeeper,50000.0,73854.13,23854.1328125
Muhammed Gümüşkaya,Midfield,2500000.0,1.7730329e+06,726967.125
Robert Sălceanu,Defender,300000.0,247530.1,52469.90625
Zakaria Hamadi,Midfield,150000.0,150805.78,805.78125
Jaen Pineda,Midfield,800000.0,453868.56,346131.4375
Borja Ekiza,Defender,3500000.0,1.3578051e+06,2142194.875
David Goldar,Defender,800000.0,428181.25,371818.75
Mateus Silva,Midfield,1000000.0,885162.1,114837.875
Elliott Bennett,Midfield,3000000.0,3.344765e+06,344765.0
Angelo Stiller,Midfield,45000000.0,2.8575228e+07,16424772.0
Stefano Vecchia,Attack,2000000.0,438438.16,1561561.84375
Vegar Hedenstad,Defender,1500000.0,2.0346465e+06,534646.5
Michalis Bastakos,Attack,350000.0,439644.03,89644.03125
Lautaro Blanco,Defender,4500000.0,2.0526451e+06,2447354.875
Adil Mukhametzyanov,Midfield,200000.0,238582.34,38582.34375
Sergio Rodelas,Attack,200000.0,489228.9,289228.90625
Vikentiy Voloshyn,Midfield,400000.0,1.4211869e+06,1021186.875
Marlon,Defender,10000000.0,5.647708e+06,4352292.0
Nesta Elphege,Attack,2000000.0,326749.4,1673250.59375
Lucas Copado,Attack,1000000.0,263506.78,736493.21875
Igor Stefanovic,Goalkeeper,850000.0,828456.06,21543.9375
Yanic Wildschut,Attack,4000000.0,1.2238946e+06,2776105.375
Mohamed Bangura,Attack,2500000.0,806235.2,1693764.8125
Roberto Colombo,Goalkeeper,300000.0,1.00687006e+06,706870.0625
Xavier Chen,Defender,1200000.0,1.1474598e+06,52540.25
Marcel Gecov,Midfield,1000000.0,1.3181412e+06,318141.25
Giannis Tsolakidis,Attack,150000.0,145310.47,4689.53125
Erhun Öztümer,Midfield,750000.0,732068.44,17931.5625
Daniel Fernandes,Goalkeeper,2000000.0,862208.44,1137791.5625
Vincent Bessat,Defender,1500000.0,2.3637882e+06,863788.25
Fuchi Honda,Midfield,700000.0,816405.0,116405.0
Brian Orosco,Midfield,450000.0,313445.22,136554.78125
Salih Malkoçoğlu,Midfield,1200000.0,439882.66,760117.34375
Blair Adams,Defender,125000.0,232501.67,107501.671875
Sven Nieuwpoort,Defender,400000.0,657457.7,257457.6875
Mathias Nilsson,Goalkeeper,275000.0,450368.3,175368.3125
Max Walef,Goalkeeper,1000000.0,550465.4,449534.625
Christian Kabasele,Defender,9000000.0,6.195593e+06,2804407.0
Dylan Bronn,Defender,7000000.0,5.769302e+06,1230698.0
Ryan Sessegnon,Defender,35000000.0,2.5557766e+07,9442234.0
Nemanja Miletic,Defender,3000000.0,1.9819245e+06,1018075.5
Erik Thommy,Midfield,6000000.0,2.5757975e+06,3424202.5
Dara O'Shea,Defender,15000000.0,1.2829185e+07,2170815.0
Artem Orsaev,Goalkeeper,100000.0,128902.21,28902.2109375
Ulrik Saltnes,Midfield,1000000.0,3.8551832e+06,2855183.25
Umberto Otranto,Midfield,75000.0,189131.44,114131.4375
Jacobo Sanz,Goalkeeper,2000000.0,2.2358968e+06,235896.75
Mirko Esposito,Defender,250000.0,307841.16,57841.15625
Daniel Hernández,Attack,1500000.0,698548.5,801451.5
Luka Ilic,Midfield,2500000.0,7.3824145e+06,4882414.5
Krzysztof Kamiński,Goalkeeper,950000.0,689360.8,260639.1875
Nathan Gassama,Defender,1500000.0,1.1410455e+06,358954.5
Dragoș Grigore,Defender,2500000.0,1.152553e+06,1347447.0
Gerónimo Mancilla,Attack,200000.0,192879.95,7120.046875
Adam Livingstone,Defender,25000.0,174493.55,149493.546875
Pape Sissoko,Attack,100000.0,542898.5,442898.5
Rayan Elloumi,Attack,300000.0,261218.64,38781.359375
Kieran Trippier,Defender,35000000.0,4.04913e+07,5491300.0
Jernade Meade,Defender,300000.0,540393.2,240393.1875
Artur Musak,Midfield,350000.0,303097.7,46902.3125
Ryan Schofield,Goalkeeper,1000000.0,212687.28,787312.71875
Ibourahima Baldé,Attack,200000.0,390865.56,190865.5625
Séamus Coleman,Defender,19000000.0,1.2069318e+07,6930682.0
Dimitrios Konstantinidis,Defender,1000000.0,1.3916041e+06,391604.125
Tyrese Francois,Midfield,600000.0,1.6220469e+06,1022046.875
Tyler Meiser,Defender,100000.0,613912.3,513912.3125
Pepelu Vidal,Attack,25000.0,182072.62,157072.625
